Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"5, rue Morin",334 900 $,Sorel-Tracy,Montérégie (Rive-Sud Montréal),4,2,1,1,1 006 pi² (93.46 m²),9 160 pi² (850.99 m²),"2 798,90 $","148,28 $","2 376,00 $","1 350,00 $"
"4646, avenue Victoria",999 999 $,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,3,1,1,2,1 709 pi² (158.77 m²),5 043 pi² (468.51 m²),"8 517,00 $","1 078,00 $","1 896,00 $","1 330,00 $"
"4255, rue de Sabrevois",905 700 $,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,3,1,1,2,2 097 pi² (194.82 m²),10 743 pi² (998.06 m²),,,,
"1625, rue Simon-Piskaret",717 670 $,Trois-Rivières (Trois-Rivières),Mauricie,3,1,1,2,1 787 pi² (166.02 m²),9 247 pi² (859.07 m²),,,,
"59-69, rue Doucet",389 000 $,La Malbaie,Charlevoix,10,5,1,,,5 000.05 pi² (464.52 m²),"7 451,00 $","234,00 $",,
"109, Montée Foisy",699 000 $,Lac-Des-Ecorces,Laurentides,5,2,1,2,"1,808.34 pi² (168 m²)","40,103 pi² (3,725.69 m²)","2 699,60 $","297,23 $","2 957,64 $",
"1-2-10129, avenue de Rome",675 000 $,Montréal-Nord,Montréal / l'Île,6,3,1,,,2 960.08 pi² (275 m²),"3 597,58 $","382,77 $","773,24 $","1 399,06 $"
"1181, avenue Ferland",289 500 $,Normandin,Saguenay-Lac-Saint-Jean,4,2,,1,1 232 pi² (114.46 m²),7 500 pi² (696.77 m²),"2 844,00 $","136,32 $","1 800,00 $","1 000,00 $"
"210, rue des Amarres",855 900 $,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),4,2,1,2,1 895 pi² (176.05 m²),8 000 pi² (743.22 m²),,,,
chemin Gouin,260 000 $,St-Michel-Des-Saints,Lanaudière,,,,,,69 970 pi² (6 500.43 m²),"320,00 $","8,00 $",,
"219, rue des Érables",540 000 $,St-Henri-de-Lévis,Chaudière-Appalaches,5,1,2,2,2 000 pi² (185.81 m²),7 150 pi² (664.26 m²),"2 915,00 $","163,00 $","3 000,00 $",
"4163, rue Bernard-Hubert",305 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),1,1,,1,603 pi² (56.02 m²),,"1 708,18 $","151,28 $","960,00 $","450,00 $"
"8-5382, chemin Saint-Anicet",85 000 $,La Baie,Saguenay-Lac-Saint-Jean,3,1,,1,"1,014 pi² (94.2 m²)","5,000 pi² (464.52 m²)","1 414,36 $","54,34 $","161,21 $","870,00 $"
"808-1190, rue Mackay",486 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,02,1,,1,500 pi² (46.45 m²),,"2 470,00 $","328,00 $","700,00 $","327,00 $"
"2265, rue Villeneuve",399 000 $,Rawdon,Lanaudière,2,2,,1,713 pi² (66.24 m²),15 807.88 pi² (1 468.6 m²),,,"1 400,00 $","960,00 $"
Côte des Anges,3 600 000 $,Mirabel (St-Augustin),Laurentides,,,,,,707 609 pi² (65 739.03 m²),"836,96 $","6,72 $",,
"142, rue Brodier",449 000 $,Beauport,Québec Rive-Nord,5,2,1,2,1 297.05 pi² (120.5 m²),3 913.76 pi² (363.6 m²),"2 794,50 $","227,66 $",,
"2638, rue de Boulogne",559 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),3,2,,1,"1,040 pi² (96.62 m²)","5,000 pi² (464.52 m²)","2 430,00 $","245,00 $","700,00 $",
"8427, avenue Lespérance",250 000 $,Lebourgneuf,Québec Rive-Nord,3,2,,1,800 pi² (74.32 m²),"2,936 pi² (272.76 m²)",,,,
"500, avenue Carignan",575 000 $,Boisbriand,Laurentides,4,2,,1,783 pi² (72.74 m²),8 644 pi² (803.05 m²),"3 296,00 $","288,00 $","1 725,00 $",
"369, grande Côte O",449 000 $,Lanoraie,Lanaudière,4,1,1,2,1 944 pi² (180.6 m²),53 819.55 pi² (5 000 m²),,,,
"237, rue Gouin",439 000 $,Gatineau (Gatineau),Outaouais,4,2,,,,4 502.54 pi² (418.3 m²),"2 607,13 $","169,23 $",,
"250, chemin du Boisé Lang",99 000 $,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,,,,,,43 077 pi² (4 001.98 m²),,,,
,550 000 $Prix de vente fourni par le vendeur à DuProprio.,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,1,1,,1,890 pi² (82.68 m²),,,,,
rue Laflamme,263 900 $,St-Apollinaire,Chaudière-Appalaches,3,2,,1,1 540 pi² (143.07 m²),5 000 pi² (464.52 m²),,,,
", chemin Gamelin",245 000 $,Drummondville (St-Joachim-De-Courval),Centre-du-Québec,,,,,,64 000 pi² (5 945.79 m²),,,,
"1053, rue de l'Acadie",980 000 $,Chambly,Montérégie (Rive-Sud Montréal),4,2,,1,1 424 pi² (132.29 m²),11 324 pi² (1 052.03 m²),"3 838,07 $","424,56 $","3 300,00 $",
rue des Archanges,69 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,,,,,,6 200 pi² (576 m²),,,,
rue des Épervières,71 500 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,,,,,,6 000 pi² (557.42 m²),,,,
"4-8805, croissant du Louvre",475 000 $,Brossard,Montérégie (Rive-Sud Montréal),2,1,,2,"1,212 pi² (112.6 m²)","17,577.46 pi² (1,633 m²)","2 269,58 $","291,00 $",,
"5, rue Desjardins",619 000 $,Magog,Estrie,2,1,,2,1 450 pi² (134.71 m²),,"2 754,00 $","265,00 $","822,00 $","610,00 $"
rue des Huards,119 999 $,St-Jean-De-Matha,Lanaudière,,,,,,70 000 pi² (6 503.21 m²),,,,
"92, boulevard Monchamp",742 000 $,St-Constant,Montérégie (Rive-Sud Montréal),5,3,1,2,1 400 pi² (130.06 m²),7 215 pi² (670.3 m²),"3 692,00 $","410,83 $","3 611,00 $","2 250,00 $"
"41, place de Cluny",575 000 $,Ste-Julie,Montérégie (Rive-Sud Montréal),3,1,1,2,1 250 pi² (116.13 m²),6 041 pi² (561.23 m²),"3 076,00 $","363,21 $","3 150,00 $","906,08 $"
115-115A  34e Avenue,590 000 $,Ste-Marthe-Sur-Le-Lac,Laurentides,5,2,1,2,1 722.23 pi² (160 m²),8 204.25 pi² (762.2 m²),"3 360,00 $","309,00 $",,
"1090, rue Willibrord",1 100 000 $,Verdun,Montréal / l'Île,3,1,1,2,"1,350 pi² (125.42 m²)",110x55 pi (33.53x16.76 m),"5 618,02 $","664,23 $",,
"9, rue Napoléon",134 900 $,Lévis,Québec Rive-Sud (Lévis),,,,,,3 250 pi² (301.93 m²),,,,
Bord de lac et boisé de second rang,65 000 $,St-Alexis-Des-Monts,Mauricie,,,,,,,,,,
"1671, boulevard Perron",57 000 $,Carleton-sur-Mer,Gaspésie-Îles-de-la-Madeleine,,,,,,19 700 pi² (1 830.19 m²),"1 010,73 $",,,
"140, rue du Fort-de-Beaumont",345 000 $,Beaumont,Chaudière-Appalaches,,,,,,22 916 pi² (2 128.97 m²),"1 930,00 $","170,00 $",,
"4431, rue Marquette",505 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,1,1,,1,642 pi² (59.64 m²),,"2 958,00 $","381,00 $","1 200,00 $",
"85, rue Principale",375 000 $,Rivière-Madeleine,Gaspésie-Îles-de-la-Madeleine,,,,,,,"1 600,00 $",,"2 500,00 $",
"2260-2264, place Arthur-Vallée",949 000 $,Ahuntsic / Cartierville,Montréal / l'Île,8,6,,,,"3,032.19 pi² (281.7 m²)","5 232,62 $","644,10 $",,
rue du Geai-Bleu,389 000 $,St-Apollinaire,Chaudière-Appalaches,3,1,1,2,1 536 pi² (142.7 m²),6 600 pi² (613.16 m²),,,,
rue Fontainebleau,459 000 $,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),6,2,1,2,2 520 pi² (234.12 m²),,,,,
rue du Geai-Bleu,298 000 $,St-Apollinaire,Chaudière-Appalaches,5,1,1,2,1 408 pi² (130.81 m²),4 500 pi² (418.06 m²),,,,
rue Fontainebleau,395 000 $,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),5,1,1,2,1 512 pi² (140.47 m²),5 500 pi² (510.97 m²),,,,
chemin Saint-Élie,935 000 $,Sherbrooke (St-Élie-d'Orford),Estrie,,,,,,74 645 pi² (6 934.75 m²),"2 545,96 $",,,
"706-200, rue André-Prévost",759 000 $,L'Ile Des Soeurs,Montréal / l'Île,2,1,1,1,1 004 pi² (93.27 m²),,"3 945,07 $","475,81 $","590,00 $","660,00 $"
"274, rue Blake",525 000 $,ND-Du-Bon-Conseil,Centre-du-Québec,4,2,,1,1 500 pi² (139.35 m²),14 000 pi² (1 300.64 m²),"2 675,56 $",,"2 200,00 $",
"1200, avenue des Alysses",380 000 $,Bécancour (Ste-Angèle),Centre-du-Québec,4,2,,2,1 260 pi² (117.06 m²),81x107 pi (24.69x32.61 m),,,,
"1300, avenue des Alysses",340 000 $,Bécancour (Ste-Angèle),Centre-du-Québec,3,2,,2,840 pi² (78.04 m²),81x107 pi (24.69x32.61 m),,,,
"306-4500, chemin de la Côte des Neiges",389 900 $,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,1,1,,1,623 pi² (57.88 m²),,"2 211,75 $","256,62 $","480,00 $","320,00 $"
"3, rue Hertel",450 000 $,St-Mathias-sur-Richelieu,Montérégie (Rive-Sud Montréal),4,2,,1,960 pi² (89.19 m²),60x94 pi (18.29x28.65 m),"2 278,69 $","210,64 $","1 956,00 $",
"3535, rue Coderre",710 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),5,2,1,2,2 231.3 pi² (207.29 m²),6 911.5 pi² (642.1 m²),"3 724,63 $","800,00 $","3 744,00 $",
"18, rue Louis-Frechette",750 000 $,St-Anselme,Chaudière-Appalaches,3,3,,2,2 272 pi² (211.08 m²),81 133 pi² (7 537.5 m²),"3 442,00 $","344,00 $","5 534,00 $","1 730,00 $"
"228, rue de la Baie",599 999 $,Mont-Laurier,Laurentides,3,2,1,1,960.14 pi² (89.2 m²),66 682.43 pi² (6 195 m²),"2 651,25 $","233,36 $","2 008,08 $",
"5569, avenue McLynn",474 000 $,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,3,1,,1,1 018 pi² (94.58 m²),2 574.73 pi² (239.2 m²),"1 298,98 $","161,50 $","600,00 $","483,13 $"
"620, chemin du Lac-des-Sapins",279 000 $,St-Gabriel-De-Brandon,Lanaudière,3,1,,1,20x30 pi (6.10x9.14 m),100x140 pi (30.48x42.67 m),"2 000,00 $","300,00 $",,
chemin Elliott,185 000 $,St-Sauveur,Laurentides,,,,,,93 194 pi² (8 658.01 m²),,,,
chemin des Pionniers,165 000 $,Orford,Estrie,,,,,,"125,967.89 pi² (11,702.8 m²)","292,62 $","26,36 $",,
"53, rue Belval",549 900 $,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),5,2,,1,1 280 pi² (118.92 m²),8 000 pi² (743.22 m²),"2 630,00 $","210,00 $",,
"113, rue Charland",224 900 $,Drummondville (St-Nicéphore),Centre-du-Québec,,,,,,40 000 pi² (3 716.12 m²),"554,20 $",,,
rue Tremblay,250 000 $,St-Raymond,Portneuf,2,1,,1,864 pi² (80.27 m²),12 884 pi² (1 196.96 m²),,,,
"102-1175, avenue Brown",334 500 $,Montcalm,Québec Rive-Nord,2,1,1,1,1 065.63 pi² (99 m²),679.10 pi² (63.09 m²),"2 930,55 $","243,98 $","1 005,00 $","570,44 $"
"44, chemin des Épinettes",814 000 $,Lac-Beauport,Québec Rive-Nord,3,2,1,2,2 041.5 pi² (189.66 m²),8 570.2 pi² (796.2 m²),,,,
"629, rue Saint-Elzéar",205 000 $,St-Pascal-De-Kamouraska,Bas-Saint-Laurent,3,1,1,2,,13 000 pi² (1 207.74 m²),,,,
"1421, Rue Girard",390 000 $,St-Félix-De-Valois,Lanaudière,2,1,,1,1 120 pi² (104.05 m²),7 357.13 pi² (683.5 m²),"3 000,00 $","300,00 $",,
"59, rue du Muguet",472 500 $,Berthier-Sur-Mer,Chaudière-Appalaches,4,1,1,2,1 740 pi² (161.65 m²),14 337 pi² (1 331.95 m²),"2 957,29 $","486,99 $","1 668,00 $","158,28 $"
"296, rue Jean-Talon",434 900 $,Boucherville,Montérégie (Rive-Sud Montréal),3,2,1,2,1 200 pi² (111.48 m²),56x20 pi (17.07x6.10 m),"1 983,27 $","246,68 $","1 094,00 $",
,213 000 $Prix de vente fourni par le vendeur à DuProprio.,Roberval,Saguenay-Lac-Saint-Jean,6,3,,,,2 840 pi² (263.84 m²),,,,
"710, rue du Ruisseau-Lachance",2 299 900 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,5,3,2,2,4 800 pi² (445.93 m²),39 000 pi² (3 623.22 m²),"11 000,00 $","600,00 $","9 200,00 $","4 000,00 $"
"933, rue Notre-Dame",949 900 $,Montebello,Outaouais,,,,,,4 046 724.01 pi² (92.9 acres),,,,
"257, rue des Geais-Bleus",999 900 $,St-Eustache,Laurentides,4,3,1,2,2 154 pi² (200.11 m²),5 263 pi² (488.95 m²),"6 234,23 $","139,54 $",,
"708, chemin du Lac-Cameron",395 000 $,Amherst,Laurentides,3,1,,2,"1,400 pi² (130.06 m²)","34,000 pi² (3,158.7 m²)","1 447,35 $","144,66 $",,
"8-8A, rue Lamarque",520 000 $,Ste-Therese,Laurentides,2,1,,,,3 600 pi² (334.45 m²),"3 323,33 $","224,15 $",,
"2206, chemin de Dunany",20 000 $,Wentworth,Laurentides,,,,,,20 000 pi² (1 858.06 m²),"80,00 $",,,
"655, rue des Vignobles",930 000 $,Rosemère,Laurentides,5,2,1,2,2 180 pi² (202.53 m²),7 965 pi² (739.97 m²),"3 488,00 $","503,00 $","1 650,00 $","2 000,00 $"
,,Brossard,Montérégie (Rive-Sud Montréal),3,2,,1,1 176 pi² (109.25 m²),,,,,
"1013, rue du Faubourg",424 000 $,Chesterville,Centre-du-Québec,2,1,1,2,1 836 pi² (170.57 m²),29 234.78 pi² (2 716 m²),"3 251,00 $","468,00 $","2 418,00 $","1 335,00 $"
"1, rue Kennedy",84 995 $,Brownsburg-Chatham,Laurentides,,,,,,45 455 pi² (4 222.91 m²),"354,00 $",,,
"1713, rue Wilfrid-Pelletier",449 000 $,St-Jérôme (St-Antoine),Laurentides,4,1,1,1,"1,000 pi² (92.9 m²)","5,780 pi² (536.98 m²)","3 389,99 $","217,40 $",,
"6 945, rue des Blés",675 000 $,St-Hyacinthe (St-Thomas-D'Aquin),Montérégie (Rive-Sud Montréal),5,2,1,3,3 430 pi² (318.66 m²),8 738 pi² (811.79 m²),"3 955,81 $","414,00 $","1 877,47 $","2 393,64 $"
"7566-7568, rue Garnier",859 000 $,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,3,1,,,,2 037.61 pi² (189.3 m²),,,,
"4289, chemin du Parc",342 000 $,Jonquière (Lac-Kénogami),Saguenay-Lac-Saint-Jean,1,1,,1,900 pi² (83.61 m²),65 000 pi² (6 038.7 m²),"3 085,09 $","215,48 $","2 260,00 $","1 600,00 $"
"3010, rue Denis-Diderot",980 000 $,Chomedey,Laval,3,2,1,2,2 200 pi² (204.39 m²),4 281 pi² (397.72 m²),,,,
rue gagnon,299 000 $,Herouxville,Mauricie,1,1,1,1,1 032 pi² (95.88 m²),4 000 pi² (371.61 m²),,,,
"138, avenue Proulx",349 900 $,Vanier,Québec Rive-Nord,2,1,1,2,,1 pi² (0.09 m²),,,,
rue des Voltigeurs - Split-level,226 500 $,Pont-Rouge,Portneuf,2,1,1,1,580 pi² (53.88 m²),,,,,
930 Grand Rang,222 000 $,St-Raymond,Portneuf,2,1,,1,,,,,,
"1303Z, rue Briand",289 000 $,Chambly,Montérégie (Rive-Sud Montréal),,,,,,4 999.84 pi² (464.5 m²),,,,
Domaine de Villieu,176 500 $,St-Nicolas,Québec Rive-Sud (Lévis),,,,,,,,,,
"2162, rue Mousseau",675 000 $,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,4,1,1,2,1 709 pi² (158.77 m²),2 250 pi² (209.03 m²),"3 002,62 $","351,85 $","1 219,77 $",
"347, rue des Chênes",659 999 $,St-Amable,Montérégie (Rive-Sud Montréal),3,2,,1,"1,064 pi² (98.85 m²)","16,000 pi² (1,486.45 m²)","4 369,45 $","335,63 $",,
"309-360, rue Atateken",898 000 $,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,2,2,,1,1 056 pi² (98.11 m²),,"4 888,00 $","641,00 $","800,00 $","600,00 $"
", chemin de l'Île",45 000 $,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,,,,,,"67,554.30 pi² (6,276 m²)",,,,
"229, 28e Rue",395 000 $,Notre-Dame-des-Pins,Chaudière-Appalaches,4,2,,1,1 062 pi² (98.66 m²),9 998 pi² (928.84 m²),"2 294,63 $","220,48 $","2 800,00 $","1 300,00 $"
"724, rue Isola-Comtois",828 000 $,Ste-Julie,Montérégie (Rive-Sud Montréal),2,1,1,2,1 623 pi² (150.78 m²),3 035.42 pi² (282 m²),"4 084,81 $",,,
"79, rue de Lacolle",620 000 $,Granby,Estrie,6,2,1,2,1 680 pi² (156.08 m²),179.66x197.11 pi (54.76x60.08 m),"2 669,88 $","274,09 $","2 200,00 $",
"317-29, rue des Mouettes",329 500 $,Beauport,Québec Rive-Nord,2,1,,1,1 477.89 pi² (137.3 m²),,"2 292,00 $","192,00 $","864,00 $","375,00 $"
rue du Père-Champagnat,199 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,,,,,,11 707.91 pi² (1 087.7 m²),"1 980,89 $","82,60 $",,
"84, avenue de la Rivière",695 000 $,Fossambault-Sur-Le-Lac,Québec Rive-Nord,2,1,1,1,807.29 pi² (75 m²),"1,080.05 pi² (100.34 m²)","2 044,00 $","233,00 $","600,00 $",
"359, 6e Avenue",349 000 $,Sherbrooke (Fleurimont),Estrie,7,7,1,,,8 799.17 pi² (817.47 m²),"4 782,00 $","299,00 $","6 207,00 $","3 746,00 $"
"195, rue Vercingétorix",674 900 $,St-Calixte,Lanaudière,4,1,2,2,2 271.21 pi² (211 m²),28 736 pi² (2 669.66 m²),"4 134,00 $","329,00 $",,
"274, 2e Rang O",1 279 000 $,St-Simon-De-Bagot,Montérégie (Rive-Sud Montréal),3,,,,,247 569.94 pi² (2.3 hectares),"3 818,74 $","323,20 $","4 857,59 $","4 200,00 $"
"2018-2022, chemin du Fleuve",539 000 $,St-Romuald,Québec Rive-Sud (Lévis),5,3,,,,10 699.33 pi² (994 m²),"4 648,12 $","406,14 $",,"1 128,15 $"
"333, rue Champagnat",169 000 $,Disraeli,Chaudière-Appalaches,3,1,,1,936 pi² (86.96 m²),8 650 pi² (803.61 m²),"1 990,00 $","74,00 $","1 740,00 $",
"764, chemin de Rivière-Verte",360 000 $,St-Antonin,Bas-Saint-Laurent,3,2,1,1,1 232 pi² (114.46 m²),14 000 pi² (1 300.64 m²),"2 999,46 $","191,08 $",,
"401-3250, chemin Oka",370 000 $,Ste-Marthe-Sur-Le-Lac,Laurentides,2,1,,3,1 076.39 pi² (100 m²),,"1 989,15 $","180,56 $",,
"2547, rue du Courlis",545 000 $,Ste-Rose,Laval,2,2,,1,980 pi² (91.04 m²),5 866.33 pi² (545 m²),"3 070,00 $","340,00 $",,
"890, avenue Tanguay",1 250 000 $,Alma,Saguenay-Lac-Saint-Jean,,,,,,54 000 pi² (5 016.76 m²),"17 170,00 $","1 785,00 $",,
"4342, chemin Royal",729 000 $,Ile d'Orléans (St-Jean),Québec Rive-Nord,4,1,1,2,2 592 pi² (240.8 m²),50 000 pi² (4 645.15 m²),"2 500,00 $","500,00 $","2 900,00 $","1 600,00 $"
"815, boulevard de l'Industrie",650 000 $,St-Paul,Lanaudière,2,,,,,21 770 pi² (2 022.5 m²),,,,
2020 rue De Moscou,250 000 $,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,,,,,,31 934 pi² (2 966.77 m²),,,,
"947-5620, rue J.-B.-Michaud",379 000 $,Lévis,Québec Rive-Sud (Lévis),2,1,,1,"1,099 pi² (102.1 m²)",,,,,
"60, rue du Vieux-Fort",370 000 $,Lévis,Québec Rive-Sud (Lévis),3,2,,1,807 pi² (74.97 m²),6 850.15 pi² (636.4 m²),"2 438,33 $","188,00 $","1 020,00 $",
"1566, rue Chenail",439 000 $,Acton Vale,Montérégie (Rive-Sud Montréal),05,2,,1,1 120 pi² (104.05 m²),12 000 pi² (1 114.84 m²),"4 199,84 $","252,01 $","2 719,60 $","1 522,68 $"
"2155, rue Ménard",459 000 $,Drummondville (Drummondville),Centre-du-Québec,4,2,,2,1 550 pi² (144 m²),5 225 pi² (485.42 m²),"2 714,47 $","233,51 $","2 451,96 $","1 088,91 $"
"1305, 39e avenue",865 000 $,Fabreville,Laval,4,3,,4,,,"3 794,90 $","438,29 $",,"1 580,00 $"
"42, rue Brassard",300 000 $,St-Ambroise,Saguenay-Lac-Saint-Jean,,,,,,73 086.95 pi² (6 790 m²),"10 252,00 $","523,00 $","24 000,00 $","14 750,00 $"
"595, rue Toussaint",749 000 $,Ste-Dorothée,Laval,3,1,1,2,"1,679.17 pi² (156 m²)","3,250.70 pi² (302 m²)","3 880,00 $","218,00 $",,
rue Campbell,240 000 $,Bedford,Estrie,,,,,,,,,,
route de L'Église Sud,42 000 $,Ste-Félicité-de-L'Islet,Chaudière-Appalaches,,,,,,171 000 pi² (15 886.42 m²),"140,80 $",,,
"105, route de la Grève",135 000 $,St-Simon-De-Rimouski,Bas-Saint-Laurent,,,,,,663 057 pi² (61 600.01 m²),,,,
"8323, chemin Royal",1 230 000 $,Ile d'Orléans (Ste-Pétronille),Québec Rive-Nord,3,1,1,2,1 990 pi² (184.88 m²),27 910 pi² (2 592.92 m²),"4 489,00 $","537,00 $","3 187,00 $","1 407,00 $"
"415, rue Boucher",395 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,1,1,,1,550 pi² (51.1 m²),854.65 pi² (79.4 m²),"1 514,13 $","367,31 $","1 620,03 $","836,84 $"
"108-18098, boulevard Henri-Bourassa",239 000 $,Charlesbourg,Québec Rive-Nord,2,1,,1,1 058 pi² (98.29 m²),,"2 001,78 $","150,19 $","900,00 $","800,00 $"
chemin Val-Ombreuse,40 000 $,ND-Du-Laus,Laurentides,,,,,,43 560.00 pi² (1 acre),,,,
"168, rue de la Rivière",793 000 $,Boischatel,Québec Rive-Nord,4,3,1,2,2 800.77 pi² (260.2 m²),9 055.68 pi² (841.3 m²),"5 332,83 $","506,57 $","2 500,00 $",
"745-747, boulevard Saint-Jean-Baptiste E",680 000 $,Ste-Martine,Montérégie (Rive-Sud Montréal),2,1,,,,15 000 pi² (1 393.55 m²),"4 837,00 $",,,"1 500,00 $"
Boisbriand Quartier Accueillant,87 400 $,Drummondville (Drummondville),Centre-du-Québec,,,,,,6 030 pi² (560.21 m²),,,,
"4390-4392, rue Frégault",988 000 $,Saint-Léonard,Montréal / l'Île,3,1,,,,3 907.30 pi² (363 m²),"5 537,81 $",,"4 800,00 $","2 000,00 $"
"125A-B-C-D, rue Principale",390 000 $,Esprit-Saint,Bas-Saint-Laurent,6,,,,,37 127.96 pi² (3 449.3 m²),,"178,00 $",,
"206-4485, rue Saint-Dominique",399 000 $,Le Plateau-Mont-Royal,Montréal / l'Île,1,1,,1,470 pi² (43.66 m²),,"2 067,55 $","237,28 $","758,34 $",
rue Perreault,49 500 $,Chertsey,Lanaudière,,,,,,32 000 pi² (2 972.9 m²),,,,
"3245, rue Hector-Lussier",649 000 $,Duvernay,Laval,3,1,1,2,"1,553 pi² (144.28 m²)",30.35x90.06 pi (9.25x27.45 m),"2 627,93 $","333,96 $","248,00 $",
"41-41A-42, rue de l'Anse-Bleur",929 999 $,Laval-des-Rapides,Laval,3,1,,,,3 512.26 pi² (326.3 m²),,,,
,,Shawinigan (Shawinigan-Sud),Mauricie,,,,,,7 258.10 pi² (674.3 m²),,,,
"642-937, avenue Roland-Beaudin",209 000 $,Ste-Foy,Québec Rive-Nord,1,1,,1,357 pi² (33.17 m²),,"2 160,90 $","285,00 $","660,00 $","285,00 $"
,,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,1,2,1 262 pi² (117.24 m²),3 375 pi² (313.55 m²),,,,
"6431, rue Lajeunesse",179 000 $,ND-De-Lourdes,Lanaudière,1,1,,1,500 pi² (46.45 m²),10 000 pi² (929.03 m²),"535,81 $","42,22 $",,"650,00 $"
"209, 217e Avenue",583 000 $,St-Hippolyte,Laurentides,3,1,1,2,1 281.98 pi² (119.1 m²),25 000 pi² (2 322.58 m²),"1 885,00 $","200,00 $","1 651,95 $","1 008,60 $"
"364, rue Vicky",615 000 $,St-Joseph-Du-Lac,Laurentides,2,1,,1,975 pi² (90.58 m²),"8,500 pi² (789.68 m²)","2 975,00 $","307,00 $","1 975,00 $","1 319,00 $"
rue de Fontainebleau,369 000 $,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),3,1,1,1,936 pi² (86.96 m²),5 200 pi² (483.1 m²),,,,
"369, chemin Brosseau",165 000 $,Cowansville,Estrie,,,,,,,,,,
rue des Grandes-Prairies,64 000 $,Valcourt,Estrie,,,,,,,,,,
"4512, rue Bellerive",499 000 $,Rawdon,Lanaudière,3,2,,1,28.9x38.2 pi (8.81x11.64 m),125x100 pi (38.1x30.48 m),"2 173,53 $","151,21 $","1 815,68 $",
rue des Érables,259 900 $,St-Lambert-De-Lauzon,Chaudière-Appalaches,,,,,,64 925 pi² (6 031.73 m²),"979,85 $","94,80 $",,
"103, chemin Grand Bois",899 000 $,St-Étienne-De-Bolton,Estrie,3,1,1,2,1 200 pi² (111.48 m²),764 226.88 pi² (70 999 m²),"1 710,00 $","646,00 $","2 000,00 $","3 000,00 $"
"332, 14e Rang",1 064 000 $,Adstock,Chaudière-Appalaches,3,,,,,9 862 852.74 pi² (916 289 m²),"2 498,95 $","264,82 $","5 101,57 $","7 825,68 $"
"39, rue de l'Aviation",489 500 $,Lévis,Québec Rive-Sud (Lévis),3,2,1,2,1 471 pi² (136.66 m²),12 535 pi² (1 164.54 m²),"3 294,00 $","314,00 $","2 111,00 $","1 063,00 $"
"344, rue Bachman",875 000 $,Wentworth-Nord,Laurentides,6,6,2,2,3 460 pi² (321.44 m²),39 400 pi² (3 660.38 m²),"3 657,00 $","282,00 $","3 900,00 $","2 500,00 $"
"340, rue Bachman",1 975 000 $,Wentworth-Nord,Laurentides,10,10,2,2,7 000 pi² (650.32 m²),55 000 pi² (5 109.67 m²),"5 000,00 $","470,00 $","9 450,00 $","2 500,00 $"
"1-329, rue Saint-Jean-Baptiste Est",270 000 $,Rimouski (Rimouski),Bas-Saint-Laurent,2,1,1,1,1 000 pi² (92.9 m²),,"2 545,88 $","185,24 $","840,00 $",
