Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"7-6761, avenue Raoul",394 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2,1,,1,1 193 pi²,,"1 994,37 $","192,95 $","1 410,00 $",
rue des Saphirs,549 900 $,Ste-Sophie,Laurentides,3,1,1,2,1 490 pi²,,,,,
"5, rue du Boisé",215 000 $,Morin-Heights,Laurentides,,,,,,,,,,
"1493, rue des Roseaux",297 000 $,Chicoutimi (Chicoutimi-Nord),Saguenay-Lac-Saint-Jean,2,,,1,1 000 pi²,,"3 093,00 $","192,00 $",,
rue de la Soeur-Joseph-Émilien,389 900 $,Joliette,Lanaudière,4,,,2,1 927.82 pi²,,,,,
"130-148, rue du Sureau",244 900 $,Pont-Rouge,Portneuf,2,1,1,2,,,,,,
,220 000 $Prix de vente fourni par le vendeur à DuProprio.,St-Fabien-De-Panet,Chaudière-Appalaches,2,1,,1,1 222 pi²,,,,,
,72 500 $Prix de vente fourni par le vendeur à DuProprio.,St-Raymond,Portneuf,,,,,,,,,,
"3-5041, rue Bertrand-Fabi",349 000 $,Sherbrooke (Rock Forest),Estrie,2,1,,2,1 100 pi²,,"2 302,00 $","170,00 $",,
"1440, rue du Haut-Fourneau",595 000 $,Trois-Rivières (Trois-Rivières),Mauricie,4,,,2,1 900 pi²,,"5 600,00 $","353,53 $","3 800,00 $","1 000,00 $"
"16, rue Saint-François",343 000 $,Pont-Rouge,Portneuf,4,,,1,830 pi²,,,,,
"12090, avenue Toupin",734 000 $,St-Hyacinthe (Ste-Rosalie),Montérégie (Rive-Sud Montréal),5,,,2,1 562 pi²,,"3 493,28 $","345,54 $","3 000,00 $","2 400,00 $"
"2530, rue Verdi",304 900 $,Drummondville (Drummondville),Centre-du-Québec,2,1,,1,1 060 pi²,,,,,
"41, rue Grenat",272 910 $,St-Apollinaire,Chaudière-Appalaches,3,1,,1,956 pi²,,,,,
"639, rue des Champs",372 000 $,Coaticook,Estrie,4,,,1,1 134 pi²,,,,,
"1, chemin Sainte-Anne",495 900 $,Sorel-Tracy,Montérégie (Rive-Sud Montréal),10,,,1,1 498 pi²,,"2 804,14 $","148,32 $",,
"1187, route 321 Nord",389 000 $,St-André-Avellin,Outaouais,3,1,,2,1 370 pi²,,"1 199,68 $","77,26 $","1 086,62 $","887,00 $"
"375, rue Saint-Joseph",275 000 $,St-Prosper,Mauricie,2,1,,1,900 pi²,,,,,
"522-524, avenue des Oblats",849 900 $,Saint-Sauveur,Québec Rive-Nord,2,1,1,2,2 718 pi²,,"7 767,45 $","337,58 $","2 470,00 $","4 621,00 $"
"75, chemin Buisson",60 000 $,Val-Des-Monts,Outaouais,,,,,,,,,,
"904-795, rue Muir",655 000 $,Saint-Laurent,Montréal / l'Île,3,,,1,1 631 pi²,,"3 358,06 $","416,74 $","1 477,60 $","499,08 $"
,,St-Jean-Chrysostome,Québec Rive-Sud (Lévis),3,,,2,2 140 pi²,,,,,
"588, avenue Stéphane",439 000 $,Magog,Estrie,3,1,1,2,1 276.71 pi²,,"2 220,73 $","190,88 $","2 281,20 $",
"442, 32e Chemin",550 000 $,Métabetchouan-Lac-à-la-Croix,Saguenay-Lac-Saint-Jean,2,,,2,30x32 pi,,"3 717,05 $","250,00 $","1 680,00 $",
"1203-7700, rue du Mans",499 990 $,Saint-Léonard,Montréal / l'Île,2,1,,1,"1,131 pi²",,"2 998,64 $","347,55 $","1 070,00 $",
"398, Rue de l'Iris",325 000 $,Mont-Tremblant,Laurentides,2,1,,1,1 150 pi²,,"1 743,00 $","155,00 $",,
"109, route 108",424 700 $,St-Victor,Chaudière-Appalaches,4,,,2,2 170 pi²,,"2 475,95 $",,"3 636,00 $","1 988,00 $"
"8-550, rue Front",329 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),3,1,,1,1 030 pi²,,"1 661,06 $","157,79 $","1 260,00 $","899,28 $"
"2855, rue du Gouverneur",479 000 $,Drummondville (Drummondville),Centre-du-Québec,2,1,1,1,918 pi²,,"3 133,00 $","200,54 $","1 392,00 $",
"840, rue des Turbines",264 000 $,Chicoutimi (Chicoutimi),Saguenay-Lac-Saint-Jean,3,,,1,854 pi²,,"3 045,00 $","192,00 $",,
"8, rue Impasse d'Amos",269 900 $,Gatineau (Gatineau),Outaouais,,,,,,,,,,
"386, rue Pie IX",366 060 $,Drummondville (St-Nicéphore),Centre-du-Québec,2,1,,1,970 pi²,,,,,
"2290, rue Boisseau",383 550 $,Drummondville (Drummondville),Centre-du-Québec,2,1,,1,1 024 pi²,,,,,
", rue des Pins",40 000 $,East Angus,Estrie,,,,,,,"42,14 $",,,
"2270, rue du Troubadour",320 440 $,Drummondville (Drummondville),Centre-du-Québec,2,1,,1,1 008 pi²,,,,,
"153, rue du Plateau",969 000 $,Boischatel,Québec Rive-Nord,4,,1,2,1 940 pi²,,"5 700,00 $","1 000,00 $","3 200,00 $",
"267, rue Saint-Philippe",585 000 $,St-Ubalde,Portneuf,3,1,1,2,,,"2 585,00 $","150,00 $","900,00 $",
"401-4957, rue Lionel-Groulx",269 900 $,St-Augustin-De-Desmaures,Québec Rive-Nord,1,1,,1,663 pi²,,"2 831,04 $","190,38 $",,
"1-6600, rue de Chambéry",424 900 $,Brossard,Montérégie (Rive-Sud Montréal),2,1,,1,,,"1 756,00 $","212,40 $","756,00 $",
"896, rue Ells","428 959,19 $",Sherbrooke (Mont-Bellevue),Estrie,3,,,1,972 pi²,,,,,
"1155, rue du Campanile",349 900 $,Drummondville (Drummondville),Centre-du-Québec,2,1,,1,1 088 pi²,,,,,
"4939-4941, rue de Bellechasse",979 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,6,,,,,,,"495,00 $",,"2 697,00 $"
"43, rue Talbot",150 000 $,L'Isle-Verte,Bas-Saint-Laurent,4,1,,2,48x42 pi,,"1 734,00 $","49,00 $",,
"390, sentier Brassard",449 000 $,St-Félix-D'Otis,Saguenay-Lac-Saint-Jean,2,1,1,2,35x25 pi,,"3 416,92 $","374,00 $","2 796,00 $",
"20, rue Neptune",949 000 $,Mandeville,Lanaudière,5,,1,2,3 067.71 pi²,,"209,17 $","12,00 $",,"240,00 $"
"71, chemin de l'Oasis",259 000 $,Lac-Bouchette,Saguenay-Lac-Saint-Jean,2,,,1,700 pi²,,,,,
"211, rue des Violettes",489 000 $,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),3,1,1,2,1 564 pi²,,,,,
"rue Alvin-C.-Mitson, lot 3 276 372",178 500 $,Magog,Estrie,,,,,,,"1 806,26 $","46,15 $",,
"407-409, rue du Menuisier",450 000 $,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,2,1,,,,,"4 257,96 $","182,44 $",,"2 211,61 $"
"192, rue de Pointe-Gatineau",515 000 $,Gatineau (Gatineau),Outaouais,5,,,,,,"3 129,26 $","223,74 $",,
chemin du Lac-Thomas,50 000 $,St-Didace,Lanaudière,,,,,,,,,,
"303-210, avenue de la Belle-Dame",395 000 $,La Prairie,Montérégie (Rive-Sud Montréal),2,1,,1,898 pi²,,"1 728,31 $","168,55 $","770,00 $",
"2295, chemin Rhéaume",875 000 $,Sherbrooke (Deauville),Estrie,4,,,2,2 240 pi²,,"5 727,16 $","469,91 $","4 247,28 $",
"126, chemin du Domaine",99 000 $,La Pêche (Alcove),Outaouais,,,,,,,,,,
"107, rue des Coprins",220 000 $,Beauport,Québec Rive-Nord,2,1,,1,932 pi²,,"1 904,90 $","132,65 $","1 062,00 $","750,00 $"
"2243, rue de Davignac",829 000 $,Mascouche,Lanaudière,5,,1,2,3 350 pi²,,"4 728,00 $","415,00 $","2 300,00 $","1 672,00 $"
"309, avenue Bélanger",725 000 $,Vanier,Québec Rive-Nord,11,,,,,,"6 360,00 $","453,00 $",,
"3040, boulevard Saint-Michel",495 000 $,Trois-Rivières (Trois-Rivières),Mauricie,5,1,,1,1 200 pi²,,"2 648,18 $","140,63 $","2 185,00 $",
"17, Rue des Spirées",399 999 $,L'Ange-Gardien,Québec Rive-Nord,2,,,1,,,,,,
"20, chemin de West Brome",299 000 $,Lac-Brome,Estrie,,,,,,,,,,
"18, Rue des Spirées",414 900 $,L'Ange-Gardien,Québec Rive-Nord,2,,,1,,,,,,
"106-550, rue Michel-Lemay",275 000 $,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,2,1,,1,1 180 pi²,,"2 448,00 $","129,00 $","605,00 $","200,00 $"
"200-210, chemin du Cran",60 000 $,St-Ambroise,Saguenay-Lac-Saint-Jean,,,,,,,,,,
"380, rue Principale",299 000 $,St-Marc-Du-Lac-Long,Bas-Saint-Laurent,3,1,1,2,1 344 pi²,,"2 600,00 $","61,44 $",,"850,00 $"
"2087, rue Bourbonnière",1 049 000 $,Ste-Foy,Québec Rive-Nord,3,,1,2,2 900 pi²,,,,,
,287 000 $Prix de vente fourni par le vendeur à DuProprio.,Trois-Rivières (Trois-Rivières),Mauricie,2,1,1,2,1 200 pi²,,,,,
,,St-Honore-De-Chicoutimi,Saguenay-Lac-Saint-Jean,2,1,1,2,1 200 pi²,,,,,
,,St-Colomban,Laurentides,2,1,,1,1 454 pi²,,,,,
,350 000 $Prix de vente fourni par le vendeur à DuProprio.,Joliette,Lanaudière,3,1,,1,1 288 pi²,,,,,
"2087, rue Bourbonnière",625 000 $,Sillery,Québec Rive-Nord,,,,,,,"5 983,00 $",,,
"2486, rue des Thalias",587 000 $,Marieville,Montérégie (Rive-Sud Montréal),4,,1,2,1 768 pi²,,"4 089,00 $","323,00 $","3 000,00 $",
"302-5599, avenue de Lorimier",734 900 $,Rosemont / La Petite Patrie,Montréal / l'Île,2,,,2,1 004 pi²,,"4 834,00 $","563,00 $",,
"11250, rue Gilles-Villeneuve",729 000 $,Mirabel (Domaine-Vert Nord),Laurentides,4,,1,2,1 933.20 pi²,,"2 272,45 $","389,52 $",,
"80, rue Saint-Joseph",245 000 $,Gracefield,Outaouais,10,,1,1,2 152.35 pi²,,"5 229,99 $","145,61 $",,
"9, chemin des Collines",1 299 000 $,Ste-Anne-Des-Lacs,Laurentides,2,,,2,2 701 pi²,,"2 352,59 $","333,14 $",,
"2991, rue de Montréal",589 000 $,Ste-Foy,Québec Rive-Nord,6,,,1,1 312 pi²,,"3 916,00 $","321,00 $","2 880,00 $","930,00 $"
"515, 10e Rang",309 000 $,St-Calixte,Lanaudière,2,1,1,2,1 248.61 pi²,,"1 959,27 $","131,47 $","1 774,00 $","2 069,00 $"
"1360, chemin du Faubourg-des-Jardins",789 000 $,Alma,Saguenay-Lac-Saint-Jean,3,,,1,2 725 pi²,,"3 605,23 $","380,86 $","4 260,00 $",
"1664, 5e Rue",195 000 $,Clarenceville,Montérégie (Rive-Sud Montréal),2,1,,1,529.85 pi²,,"1 520,66 $","40,70 $","1 200,00 $","738,00 $"
"160, avenue Boyer",130 000 $,St-Charles-De-Bellechasse,Chaudière-Appalaches,,,,,,,"1 100,00 $","55,00 $",,
"248, rue Evelina",579 900 $,Lachute,Laurentides,5,,1,2,1 657.64 pi²,,"3 121,00 $","225,00 $",,
"291, rue Séraphin-Bouc",399 000 $,Ste-Anne-Des-Plaines,Laurentides,2,1,,2,"1,100 pi²",,"2 880,96 $","201,95 $","960,00 $","540,00 $"
,,Repentigny (Repentigny),Lanaudière,2,1,,1,1 042 pi²,,,,,
"292, chemin de l'Ile-Saint-Eloi Ouest",569 900 $,Batiscan,Mauricie,3,1,,1,1 226 pi²,,"2 814,12 $","278,21 $",,
"16, chemins des Glacis",349 500 $,Lac-Beauport,Québec Rive-Nord,,,,,,,,,,
"202-1600, rue Robert-Charbonneau",419 000 $,Ahuntsic / Cartierville,Montréal / l'Île,3,1,,1,1 018.27 pi²,,"1 842,43 $","220,64 $","950,00 $","405,00 $"
"499, rue Catherine-Forestier",775 000 $,Boucherville,Montérégie (Rive-Sud Montréal),4,,1,1,1 521 pi²,,"2 309,00 $","315,00 $",,
"2151, Rte du Président-Kennedy,",9 $,St-Isidore,Chaudière-Appalaches,,,,,,,,,,
"1501, chemin de l'Armoise",1 520 000 $,Piedmont,Laurentides,2,,,2,2 145 pi²,,,,,
"1500, chemin de l'Armoise",1 390 737 $,Piedmont,Laurentides,2,,1,2,2 231 pi²,,,,,
327 rue Adèle-Berthelot,778 900 $,St-Colomban,Laurentides,2,1,,1,1 454 pi²,,,,,
"2001-2003, rue Jolicoeur",874 900 $,Le Sud-Ouest,Montréal / l'Île,2,,,,,,"3 375,46 $","420,47 $",,"1 525,00 $"
"468, rue Jean-Piaget",509 900 $,Vimont,Laval,4,1,1,2,,,"2 836,00 $","298,00 $","3 600,00 $",
Chemin Lucien-Lefrançois,131 000 $,L'Ange-Gardien,Québec Rive-Nord,,,,,,,,,,
"11301-11303-11305, rue de la Gauchetière",1 200 000 $,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,,,,,,,"4 715,00 $","135,00 $",,
"1128, chemin du Massif",Prix sur demande,Piedmont,Laurentides,2,1,,1,1 330 pi²,,,,,
"240, rue Hillview",569 000 $,Gatineau (Gatineau),Outaouais,6,,,1,1 300 pi²,,"3 762,92 $","260,18 $","131,16 $","1 600,00 $"
"2037, rue Marguerite-Herbin",749 500 $,Chambly,Montérégie (Rive-Sud Montréal),4,,1,2,1 440 pi²,,"4 054,62 $","353,69 $","988,64 $","1 533,32 $"
"33, chemin Frontenac",199 000 $,Val-Des-Monts,Outaouais,,,,,,,"201,68 $",,,
"418, chemin du Lac-Bleu",432 000 $,St-Hippolyte,Laurentides,3,1,,1,850 pi²,,"1 634,00 $","163,40 $","2 160,00 $",
"3, Rue du Panorama",348 711 $,Château-Richer,Québec Rive-Nord,2,1,1,1,600 pi²,,,,,
Boulevard René-Laennec,680 000 $,Auteuil,Laval,2,1,1,2,,,,,,
"2579-2583, rue Saint-Louis",2 299 900 $,Gatineau (Gatineau),Outaouais,2,1,,,,,"11 879,92 $","834,93 $",,"7 000,00 $"
"29, rue Victor",579 000 $,St-Hippolyte,Laurentides,3,1,,1,1 302 pi²,,,,,
rue Philomène-Joubier - Les Jumelés de la Chaudière - Par SMB Dallaire,284 650 $,Charny,Québec Rive-Sud (Lévis),3,1,1,1,616 pi²,,,,,
"260, chemin du Lac-Adem",579 999 $,St-Mathieu-Du-Parc,Mauricie,3,,1,2,3 136.60 pi²,,"2 712,00 $","273,00 $",,
"45, rue Taillefer",590 000 $,Grenville-sur-la-Rouge,Laurentides,2,,1,3,2 738 pi²,,"2 421,12 $","205,70 $","2 124,00 $",
"41, rue de Ville-Marie",589 999 $,St-Constant,Montérégie (Rive-Sud Montréal),5,,1,2,143 pi²,,"3 064,00 $","299,00 $","1 800,00 $","1 700,00 $"
1914-1916 rue Prince,649 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),4,,1,,,,"2 652,41 $","285,64 $","1 920,00 $","2 160,00 $"
"47, chemin Copeland-Evans",400 000 $,Danford Lake,Outaouais,3,1,,1,19.6x36 pi,,"1 654,00 $","215,00 $","804,00 $","1 320,00 $"
"3, rue Dumont",285 000 $,L'Isle-Verte,Bas-Saint-Laurent,4,1,,2,2 225 pi²,,"2 347,62 $","74,50 $","1 500,00 $",
"108, rue Laurier",415 000 $,Les Côteaux,Montérégie Ouest,2,1,1,3,"1,313.20 pi²",,"2 197,24 $","184,09 $","2 000,00 $","630,00 $"
", chemin des Côteaux",145 000 $,Farnham,Estrie,,,,,,,,,,
"5, chemin Angèle",469 500 $,La Pêche (Wakefield),Outaouais,2,,,2,832 pi²,,"2 121,98 $","199,65 $","785,92 $",
"402-310, rue Bohémier",325 000 $,Mascouche,Lanaudière,2,1,,1,956.91 pi²,,,,"760,00 $",
"4320-4330, chemin Albert Mines",700 000 $,Canton-de-Hatley,Estrie,7,,,,,,"2 644,00 $","317,00 $","200,00 $","2 600,00 $"
"640, avenue Albert-Rousseau",355 000 $,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),4,,1,2,1 248 pi²,,"2 712,74 $","472,00 $","1 440,00 $","1 070,00 $"
"4673, chemin Saint-André",410 000 $,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3,1,1,2,"2,292.71 pi²",,"3 170,00 $","200,00 $","2 760,00 $",
"23, 5e Rang",495 000 $,St-Norbert-D'Arthabaska,Centre-du-Québec,5,,,1,1 500 pi²,,"2 183,24 $","200,81 $","3 312,00 $",
"427, rue Geoffrion",747 902 $,Ste-Julie,Montérégie (Rive-Sud Montréal),3,1,1,2,2 018 pi²,,,,,
"119, rue Mégane",749 000 $,St-Hippolyte,Laurentides,3,1,1,2,1 767 pi²,,,,,
"17, rue Victor",630 571 $,St-Hippolyte,Laurentides,3,1,1,2,1 783 pi²,,,,,
"49, rue de Versailles",550 000 $,St-Constant,Montérégie (Rive-Sud Montréal),2,1,,2,1 160 pi²,,"2 814,42 $","239,82 $","1 215,17 $","673,62 $"
rue des Arpents Verts,292 900 $,Ste-Marie,Chaudière-Appalaches,3,1,1,2,1 440 pi²,,,,,
"10415, chemin Saint-Roch","7,99 $",Sorel-Tracy,Montérégie (Rive-Sud Montréal),,,,,,,"945,00 $",,,
"1140, rue du Campanile",349 900 $,Drummondville (Drummondville),Centre-du-Québec,2,1,,1,1 088 pi²,,,,,
"A-105/205-425, Boulevard des Anciens-Combattants",710 323 $,Ste-Anne-De-Bellevue,Montréal / l'Île,2,,,2,1 282 pi²,,,,,
,515 000 $Prix de vente fourni par le vendeur à DuProprio.,Magog,Estrie,5,,,1,1 292 pi²,,,,,
"83-83A-85, avenue Plamondon",469 000 $,Drummondville (Drummondville),Centre-du-Québec,9,,,,,,"2 940,00 $","165,00 $",,"1 940,00 $"
"302, rang Saint-Antoine",287 000 $,Ste-Sophie-De-Levrard,Centre-du-Québec,3,1,1,1,914 pi²,,"1 350,00 $",,,
"849, route des Flamants",250 000 $,Ste-Marie-De-Blandford,Centre-du-Québec,,,,,,,"163,59 $","7,30 $",,
"114, rue de la Providence",65 000 $,L'Anse-St-Jean,Saguenay-Lac-Saint-Jean,,,,,,,,,,
"26, chemin Patterson",889 900 $,Cantley,Outaouais,3,,,1,1 884 pi²,,"3 989,14 $","355,60 $","1 605,00 $","1 544,53 $"
"618, boulevard Brassard",370 000 $,Chambly,Montérégie (Rive-Sud Montréal),2,1,,1,996.7 pi²,,"11 540,48 $","183,31 $","550,00 $",
"666, rue Saint-Louis",475 000 $,Terrebonne (Terrebonne),Lanaudière,3,,,2,1 050 pi²,,,,,
"175, rue Beaudoin",179 000 $,East Broughton,Chaudière-Appalaches,4,1,,1,1 472 pi²,,"2 536,00 $","64,00 $","1 165,00 $",
"601-170A, rue Principale",499 000 $,St-Zotique,Montérégie Ouest,2,,,1,958 pi²,,"2 191,11 $","270,79 $","1 100,00 $","640,00 $"
"73, rue des Sarcelles",769 000 $,St-Stanislas-De-Kostka,Montérégie (Rive-Sud Montréal),3,1,1,2,1 754 pi²,,"4 331,00 $","430,00 $","3 000,00 $",
"200, rue de la Tadoussac",975 000 $,La Prairie,Montérégie (Rive-Sud Montréal),4,,1,2,2 110 pi²,,"4 958,00 $","564,00 $","3 250,00 $",
"02, chemin du Faucon Pellerin",175 000 $,Coaticook,Estrie,,,,,,,"396,60 $","21,02 $",,
chemin Balm-of-Guilead,89 000 $,Alleyn-Et-Cawood,Outaouais,,,,,,,"102,54 $",,,
,,Ste-Foy,Québec Rive-Nord,4,,1,2,1 550 pi²,,,,,
,433 623 $Prix de vente fourni par le vendeur à DuProprio.,Val-Bélair,Québec Rive-Nord,5,,,2,"1,344 pi²",,,,,
"100, rue des Bouleaux",399 000 $,ND-De-Montauban,Mauricie,2,1,,2,1 044.10 pi²,,"2 830,87 $","194,24 $","1 517,04 $",
"65, rue de la Super S",549 000 $,Ste-Anne-de-Beaupré,Québec Rive-Nord,3,1,,1,,,,,,
"14125, rue de Montigny",525 000 $,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,3,1,1,2,20.14x24.70 pi,,"2 130,00 $","257,00 $",,
"412-6363, boulevard Saint-Laurent",485 000 $,Rosemont / La Petite Patrie,Montréal / l'Île,1,1,,1,823.44 pi²,,"2 217,44 $","269,94 $",,
"1770, rue Henri-Blaquière",399 000 $,Chambly,Montérégie (Rive-Sud Montréal),2,1,,1,1 050 pi²,,"2 340,00 $","232,00 $","700,00 $","425,00 $"
"507-3300, boulevard Cavendish",439 000 $,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,2,1,,1,930 pi²,,"2 400,00 $","300,00 $","400,00 $",
"233, rue des Turquoises",1 845 000 $,Boischatel,Québec Rive-Nord,6,,1,2,4 018 pi²,,"10 345,00 $","1 000,00 $","5 375,00 $",
rue Georgette-Moisan,262 900 $,Ste-Catherine-de-la-JC,Québec Rive-Nord,3,1,,1,,,,,,
"389, chemin de l'Industrie",629 900 $,St-Mathieu-De-Beloeil,Montérégie (Rive-Sud Montréal),3,1,1,3,1 700 pi²,,,,,
"21, route du Lac",179 000 $,Lac-Frontiere,Chaudière-Appalaches,1,1,,1,500 pi²,,,,,
"3350, rue Marcelle-Ferron",349 500 $,Shawinigan (Grand-Mère),Mauricie,4,,,1,1 020 pi²,,"3 298,63 $","170,00 $","2 892,00 $",
"5265, rue Bachand",724 227 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),4,,,,,,,,,
"37, rue Jean-Rioux",48 000 $,Trois-Pistoles,Bas-Saint-Laurent,,,,,,,"326,21 $",,,
"312-288, rue Richmond",390 000 $,Griffintown,Montréal / l'Île,1,1,,1,441 pi²,,"504,62 $","21,64 $",,
"1696, rue du Vieux-Pont Nord",499 000 $,Chicoutimi (Laterrière),Saguenay-Lac-Saint-Jean,1,1,1,2,1 792 pi²,,"3 630,07 $","252,30 $","2 928,00 $",
"1205, rue Maloney",325 000 $,Alma,Saguenay-Lac-Saint-Jean,4,1,1,3,1 314 pi²,,"1 797,00 $","129,00 $","551,00 $","1 267,00 $"
chemin de la Belle-Vue,177 000 $,St-Côme,Lanaudière,,,,,,,,,,
chemin des Boisés,200 000 $,Lac-Des-Ecorces,Laurentides,,,,,,,,,,
rue Claude-Bouchard,352 000 $,Ste-Anne-de-Beaupré,Québec Rive-Nord,3,1,1,2,,,,,,
"471, Avenue du Cheval-Blanc",515 000 $,Gatineau (Gatineau),Outaouais,3,,1,2,1 700 pi²,,,,,
rue du Geai-Bleu,625 000 $,St-Jérôme (St-Jérôme),Laurentides,3,1,1,1,1 591 pi²,,,,,
"1320-1330, rue du Bruant-des-Marais",656 721 $,Magog,Estrie,3,,,1,1 620 pi²,,,,,
La Cité de la Forêt - Quartier Chambéry,595 000 $,Blainville,Laurentides,3,1,1,2,1 714 pi²,,,,,
,340 000 $Prix de vente fourni par le vendeur à DuProprio.,Portneuf,Portneuf,,,,,,,,,,
,275 000 $Prix de vente fourni par le vendeur à DuProprio.,Granby,Estrie,2,1,,1,"1,141 pi²",,,,,
,,St-Augustin-De-Desmaures,Québec Rive-Nord,3,,,1,"1,340 pi²",,,,,
"65, boulevard du Bord-de-l'Eau",679 000 $,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),2,1,,1,1 220 pi²,,"2 700,00 $","265,00 $","1 620,00 $","1 192,00 $"
"54, rue de la Pineraie",749 000 $,Ste-Anne-Des-Lacs,Laurentides,3,1,1,2,1 460 pi²,,"2 781,69 $","306,00 $","2 185,00 $",
"1277, rue des Fauvettes",510 900 $,Gatineau (Gatineau),Outaouais,3,,,2,"1,020 pi²",,"369 888,00 $","238,49 $","49 278,00 $","1 200,00 $"
"193, Rue du Jockey",699 900 $,Gatineau (Aylmer),Outaouais,3,,1,2,"1,865 pi²",,,,,
"112, chemin Rousseau",627 000 $,Weedon,Estrie,3,,,2,2 182.28 pi²,,"3 890,00 $","283,14 $","2 800,00 $",
"582, rue de la Noue",549 000 $,L'Ile Des Soeurs,Montréal / l'Île,2,1,,3,1 070 pi²,,"3 117,00 $","366,59 $","624,00 $","402,00 $"
"469, Avenue du Cheval-Blanc",485 000 $,Gatineau (Gatineau),Outaouais,3,,1,2,1 700 pi²,,,,,
"7, chemin du Lac-Caché",264 000 $,St-David-de-Falardeau,Saguenay-Lac-Saint-Jean,3,,,1,,,"1 200,00 $","250,00 $","2 300,00 $",
"935-937, avenue du Palais",149 000 $,St-Joseph-De-Beauce,Chaudière-Appalaches,7,,,,,,"2 752,87 $","86,36 $",,"1 325,44 $"
"3376, rue des Lucines",599 000 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,1,1,2,"1,320 pi²",,"3 305,00 $","316,00 $",,
rue du Lac-Frédéric,199 000 $,Gore,Laurentides,,,,,,,"665,00 $","70,00 $",,
"120A, rue Dumas",59 000 $,Petit-Saguenay,Saguenay-Lac-Saint-Jean,,,,,,,"415,00 $",,,
"350, chemin des Rives du Cerf",638 000 $,Lac-Aux-Sables,Mauricie,3,1,,2,1 500 pi²,,"3 869,41 $","219,00 $","1 750,00 $","726,00 $"
"4075, rue des Escadrons",474 500 $,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),3,,,2,1 204.48 pi²,,"3 151,47 $","278,15 $","1 340,00 $","542,82 $"
"255, rue des Colibris",175 000 $,St-Pie,Montérégie (Rive-Sud Montréal),,,,,,,"3 415,19 $","33,57 $",,
"301-1120, rue Émile-Bouchard",439 000 $,Vaudreuil-Dorion,Montérégie Ouest,2,1,,1,1 114.88 pi²,,"2 521,06 $","243,12 $","600,00 $","335,00 $"
"55, rue Legault",499 000 $,Plaisance,Outaouais,2,1,1,1,1 054 pi²,,"2 928,25 $","180,79 $","1 267,80 $",
"544, rue de Coubertin",798 000 $,Repentigny (Repentigny),Lanaudière,6,,1,2,2 250 pi²,,"4 027,00 $","560,00 $","1 600,00 $","1 800,00 $"
"101-1100, rue du Sauvignon",325 000 $,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),2,1,,1,900 pi²,,"1 900,00 $","185,00 $","996,00 $","600,00 $"
"98, route 132",329 000 $,Chandler,Gaspésie-Îles-de-la-Madeleine,5,,,1,1 080 pi²,,"1 732,00 $","76,00 $","1 850,00 $","1 280,00 $"
"3273, rue des Tourterelles",659 900 $,Ste-Marthe-Sur-Le-Lac,Laurentides,5,,1,1,1 231.73 pi²,,"2 830,00 $","296,28 $","1 800,00 $",
"52, rue des Percherons",424 900 $,Gatineau (Gatineau),Outaouais,3,,,1,940 pi²,,,,,
"165, rue de Clichy",408 000 $,Beauport,Québec Rive-Nord,4,,,1,34.74x29.36 pi,,"2 921,00 $","255,00 $",,
"602C, chemin du Mont-Loup-Garou",379 000 $,Ste-Adèle,Laurentides,3,1,1,3,1 044 pi²,,"2 247,38 $","124,45 $","1 966,21 $","268,14 $"
